,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729
275,10,1.0,9,1.0,9,1.0
276,9,1.0,9,1.0,8,1.0
277,10,1.0,9,1.0,10,1.0
278,10,1.0,8,1.0,10,1.0
279,10,1.0,10,1.0,9,1.0
280,10,1.0,9,1.0,8,1.0
281,9,1.0,10,1.0,9,1.0
282,9,1.0,10,1.0,9,1.0
283,10,1.0,10,1.0,9,1.0
284,9,1.0,10,1.0,10,1.0
285,9,1.0,9,1.0,9,1.0
286,10,1.0,10,1.0,10,1.0
287,9,1.0,9,1.0,8,1.0
288,10,1.0,10,1.0,8,1.0
289,10,1.0,10,1.0,10,1.0
290,8,1.0,10,1.0,10,1.0
291,9,1.0,10,1.0,9,1.0
292,9,1.0,8,1.0,10,1.0
293,10,1.0,10,1.0,9,1.0
294,10,1.0,9,1.0,9,1.0
295,9,1.0,11,1.0,9,1.0
296,9,1.0,8,1.0,9,1.0
297,10,1.0,10,1.0,9,1.0
298,10,1.0,8,1.0,9,1.0
299,9,1.0,9,1.0,10,1.0
